DateKey,Date,Day,WeekNum,Month,MonthShort,MonthNum,Quarter,Year
20121230,12/30/2012,Sunday,53,December,Dec,12,4,2012
20121231,12/31/2012,Monday,53,December,Dec,12,4,2012
20130101,1/1/2013,Tuesday,1,January,Jan,1,1,2013
20130102,1/2/2013,Wednesday,1,January,Jan,1,1,2013
20130103,1/3/2013,Thursday,1,January,Jan,1,1,2013
20130104,1/4/2013,Friday,1,January,Jan,1,1,2013
20130105,1/5/2013,Saturday,1,January,Jan,1,1,2013
20130106,1/6/2013,Sunday,2,January,Jan,1,1,2013
20130107,1/7/2013,Monday,2,January,Jan,1,1,2013
20130108,1/8/2013,Tuesday,2,January,Jan,1,1,2013
20130109,1/9/2013,Wednesday,2,January,Jan,1,1,2013
20130110,1/10/2013,Thursday,2,January,Jan,1,1,2013
20130111,1/11/2013,Friday,2,January,Jan,1,1,2013
20130112,1/12/2013,Saturday,2,January,Jan,1,1,2013
20130113,1/13/2013,Sunday,3,January,Jan,1,1,2013
20130114,1/14/2013,Monday,3,January,Jan,1,1,2013
20130115,1/15/2013,Tuesday,3,January,Jan,1,1,2013
20130116,1/16/2013,Wednesday,3,January,Jan,1,1,2013
20130117,1/17/2013,Thursday,3,January,Jan,1,1,2013
20130118,1/18/2013,Friday,3,January,Jan,1,1,2013
20130119,1/19/2013,Saturday,3,January,Jan,1,1,2013
20130120,1/20/2013,Sunday,4,January,Jan,1,1,2013
20130121,1/21/2013,Monday,4,January,Jan,1,1,2013
20130122,1/22/2013,Tuesday,4,January,Jan,1,1,2013
20130123,1/23/2013,Wednesday,4,January,Jan,1,1,2013
20130124,1/24/2013,Thursday,4,January,Jan,1,1,2013
20130125,1/25/2013,Friday,4,January,Jan,1,1,2013
20130126,1/26/2013,Saturday,4,January,Jan,1,1,2013
20130127,1/27/2013,Sunday,5,January,Jan,1,1,2013
20130128,1/28/2013,Monday,5,January,Jan,1,1,2013
20130129,1/29/2013,Tuesday,5,January,Jan,1,1,2013
20130130,1/30/2013,Wednesday,5,January,Jan,1,1,2013
20130131,1/31/2013,Thursday,5,January,Jan,1,1,2013
20130201,2/1/2013,Friday,5,February,Feb,2,1,2013
20130202,2/2/2013,Saturday,5,February,Feb,2,1,2013
20130203,2/3/2013,Sunday,6,February,Feb,2,1,2013
20130204,2/4/2013,Monday,6,February,Feb,2,1,2013
20130205,2/5/2013,Tuesday,6,February,Feb,2,1,2013
20130206,2/6/2013,Wednesday,6,February,Feb,2,1,2013
20130207,2/7/2013,Thursday,6,February,Feb,2,1,2013
20130208,2/8/2013,Friday,6,February,Feb,2,1,2013
20130209,2/9/2013,Saturday,6,February,Feb,2,1,2013
20130210,2/10/2013,Sunday,7,February,Feb,2,1,2013
20130211,2/11/2013,Monday,7,February,Feb,2,1,2013
20130212,2/12/2013,Tuesday,7,February,Feb,2,1,2013
20130213,2/13/2013,Wednesday,7,February,Feb,2,1,2013
20130214,2/14/2013,Thursday,7,February,Feb,2,1,2013
20130215,2/15/2013,Friday,7,February,Feb,2,1,2013
20130216,2/16/2013,Saturday,7,February,Feb,2,1,2013
20130217,2/17/2013,Sunday,8,February,Feb,2,1,2013
20130218,2/18/2013,Monday,8,February,Feb,2,1,2013
20130219,2/19/2013,Tuesday,8,February,Feb,2,1,2013
20130220,2/20/2013,Wednesday,8,February,Feb,2,1,2013
20130221,2/21/2013,Thursday,8,February,Feb,2,1,2013
20130222,2/22/2013,Friday,8,February,Feb,2,1,2013
20130223,2/23/2013,Saturday,8,February,Feb,2,1,2013
20130224,2/24/2013,Sunday,9,February,Feb,2,1,2013
20130225,2/25/2013,Monday,9,February,Feb,2,1,2013
20130226,2/26/2013,Tuesday,9,February,Feb,2,1,2013
20130227,2/27/2013,Wednesday,9,February,Feb,2,1,2013
20130228,2/28/2013,Thursday,9,February,Feb,2,1,2013
20130301,3/1/2013,Friday,9,March,Mar,3,1,2013
20130302,3/2/2013,Saturday,9,March,Mar,3,1,2013
20130303,3/3/2013,Sunday,10,March,Mar,3,1,2013
20130304,3/4/2013,Monday,10,March,Mar,3,1,2013
20130305,3/5/2013,Tuesday,10,March,Mar,3,1,2013
20130306,3/6/2013,Wednesday,10,March,Mar,3,1,2013
20130307,3/7/2013,Thursday,10,March,Mar,3,1,2013
20130308,3/8/2013,Friday,10,March,Mar,3,1,2013
20130309,3/9/2013,Saturday,10,March,Mar,3,1,2013
20130310,3/10/2013,Sunday,11,March,Mar,3,1,2013
20130311,3/11/2013,Monday,11,March,Mar,3,1,2013
20130312,3/12/2013,Tuesday,11,March,Mar,3,1,2013
20130313,3/13/2013,Wednesday,11,March,Mar,3,1,2013
20130314,3/14/2013,Thursday,11,March,Mar,3,1,2013
20130315,3/15/2013,Friday,11,March,Mar,3,1,2013
20130316,3/16/2013,Saturday,11,March,Mar,3,1,2013
20130317,3/17/2013,Sunday,12,March,Mar,3,1,2013
20130318,3/18/2013,Monday,12,March,Mar,3,1,2013
20130319,3/19/2013,Tuesday,12,March,Mar,3,1,2013
20130320,3/20/2013,Wednesday,12,March,Mar,3,1,2013
20130321,3/21/2013,Thursday,12,March,Mar,3,1,2013
20130322,3/22/2013,Friday,12,March,Mar,3,1,2013
20130323,3/23/2013,Saturday,12,March,Mar,3,1,2013
20130324,3/24/2013,Sunday,13,March,Mar,3,1,2013
20130325,3/25/2013,Monday,13,March,Mar,3,1,2013
20130326,3/26/2013,Tuesday,13,March,Mar,3,1,2013
20130327,3/27/2013,Wednesday,13,March,Mar,3,1,2013
20130328,3/28/2013,Thursday,13,March,Mar,3,1,2013
20130329,3/29/2013,Friday,13,March,Mar,3,1,2013
20130330,3/30/2013,Saturday,13,March,Mar,3,1,2013
20130331,3/31/2013,Sunday,14,March,Mar,3,1,2013
20130401,4/1/2013,Monday,14,April,Apr,4,2,2013
20130402,4/2/2013,Tuesday,14,April,Apr,4,2,2013
20130403,4/3/2013,Wednesday,14,April,Apr,4,2,2013
20130404,4/4/2013,Thursday,14,April,Apr,4,2,2013
20130405,4/5/2013,Friday,14,April,Apr,4,2,2013
20130406,4/6/2013,Saturday,14,April,Apr,4,2,2013
20130407,4/7/2013,Sunday,15,April,Apr,4,2,2013
20130408,4/8/2013,Monday,15,April,Apr,4,2,2013
20130409,4/9/2013,Tuesday,15,April,Apr,4,2,2013
20130410,4/10/2013,Wednesday,15,April,Apr,4,2,2013
20130411,4/11/2013,Thursday,15,April,Apr,4,2,2013
20130412,4/12/2013,Friday,15,April,Apr,4,2,2013
20130413,4/13/2013,Saturday,15,April,Apr,4,2,2013
20130414,4/14/2013,Sunday,16,April,Apr,4,2,2013
20130415,4/15/2013,Monday,16,April,Apr,4,2,2013
20130416,4/16/2013,Tuesday,16,April,Apr,4,2,2013
20130417,4/17/2013,Wednesday,16,April,Apr,4,2,2013
20130418,4/18/2013,Thursday,16,April,Apr,4,2,2013
20130419,4/19/2013,Friday,16,April,Apr,4,2,2013
20130420,4/20/2013,Saturday,16,April,Apr,4,2,2013
20130421,4/21/2013,Sunday,17,April,Apr,4,2,2013
20130422,4/22/2013,Monday,17,April,Apr,4,2,2013
20130423,4/23/2013,Tuesday,17,April,Apr,4,2,2013
20130424,4/24/2013,Wednesday,17,April,Apr,4,2,2013
20130425,4/25/2013,Thursday,17,April,Apr,4,2,2013
20130426,4/26/2013,Friday,17,April,Apr,4,2,2013
20130427,4/27/2013,Saturday,17,April,Apr,4,2,2013
20130428,4/28/2013,Sunday,18,April,Apr,4,2,2013
20130429,4/29/2013,Monday,18,April,Apr,4,2,2013
20130430,4/30/2013,Tuesday,18,April,Apr,4,2,2013
20130501,5/1/2013,Wednesday,18,May,May,5,2,2013
20130502,5/2/2013,Thursday,18,May,May,5,2,2013
20130503,5/3/2013,Friday,18,May,May,5,2,2013
20130504,5/4/2013,Saturday,18,May,May,5,2,2013
20130505,5/5/2013,Sunday,19,May,May,5,2,2013
20130506,5/6/2013,Monday,19,May,May,5,2,2013
20130507,5/7/2013,Tuesday,19,May,May,5,2,2013
20130508,5/8/2013,Wednesday,19,May,May,5,2,2013
20130509,5/9/2013,Thursday,19,May,May,5,2,2013
20130510,5/10/2013,Friday,19,May,May,5,2,2013
20130511,5/11/2013,Saturday,19,May,May,5,2,2013
20130512,5/12/2013,Sunday,20,May,May,5,2,2013
20130513,5/13/2013,Monday,20,May,May,5,2,2013
20130514,5/14/2013,Tuesday,20,May,May,5,2,2013
20130515,5/15/2013,Wednesday,20,May,May,5,2,2013
20130516,5/16/2013,Thursday,20,May,May,5,2,2013
20130517,5/17/2013,Friday,20,May,May,5,2,2013
20130518,5/18/2013,Saturday,20,May,May,5,2,2013
20130519,5/19/2013,Sunday,21,May,May,5,2,2013
20130520,5/20/2013,Monday,21,May,May,5,2,2013
20130521,5/21/2013,Tuesday,21,May,May,5,2,2013
20130522,5/22/2013,Wednesday,21,May,May,5,2,2013
20130523,5/23/2013,Thursday,21,May,May,5,2,2013
20130524,5/24/2013,Friday,21,May,May,5,2,2013
20130525,5/25/2013,Saturday,21,May,May,5,2,2013
20130526,5/26/2013,Sunday,22,May,May,5,2,2013
20130527,5/27/2013,Monday,22,May,May,5,2,2013
20130528,5/28/2013,Tuesday,22,May,May,5,2,2013
20130529,5/29/2013,Wednesday,22,May,May,5,2,2013
20130530,5/30/2013,Thursday,22,May,May,5,2,2013
20130531,5/31/2013,Friday,22,May,May,5,2,2013
20130601,6/1/2013,Saturday,22,June,Jun,6,2,2013
20130602,6/2/2013,Sunday,23,June,Jun,6,2,2013
20130603,6/3/2013,Monday,23,June,Jun,6,2,2013
20130604,6/4/2013,Tuesday,23,June,Jun,6,2,2013
20130605,6/5/2013,Wednesday,23,June,Jun,6,2,2013
20130606,6/6/2013,Thursday,23,June,Jun,6,2,2013
20130607,6/7/2013,Friday,23,June,Jun,6,2,2013
20130608,6/8/2013,Saturday,23,June,Jun,6,2,2013
20130609,6/9/2013,Sunday,24,June,Jun,6,2,2013
20130610,6/10/2013,Monday,24,June,Jun,6,2,2013
20130611,6/11/2013,Tuesday,24,June,Jun,6,2,2013
20130612,6/12/2013,Wednesday,24,June,Jun,6,2,2013
20130613,6/13/2013,Thursday,24,June,Jun,6,2,2013
20130614,6/14/2013,Friday,24,June,Jun,6,2,2013
20130615,6/15/2013,Saturday,24,June,Jun,6,2,2013
20130616,6/16/2013,Sunday,25,June,Jun,6,2,2013
20130617,6/17/2013,Monday,25,June,Jun,6,2,2013
20130618,6/18/2013,Tuesday,25,June,Jun,6,2,2013
20130619,6/19/2013,Wednesday,25,June,Jun,6,2,2013
20130620,6/20/2013,Thursday,25,June,Jun,6,2,2013
20130621,6/21/2013,Friday,25,June,Jun,6,2,2013
20130622,6/22/2013,Saturday,25,June,Jun,6,2,2013
20130623,6/23/2013,Sunday,26,June,Jun,6,2,2013
20130624,6/24/2013,Monday,26,June,Jun,6,2,2013
20130625,6/25/2013,Tuesday,26,June,Jun,6,2,2013
20130626,6/26/2013,Wednesday,26,June,Jun,6,2,2013
20130627,6/27/2013,Thursday,26,June,Jun,6,2,2013
20130628,6/28/2013,Friday,26,June,Jun,6,2,2013
20130629,6/29/2013,Saturday,26,June,Jun,6,2,2013
20130630,6/30/2013,Sunday,27,June,Jun,6,2,2013
20130701,7/1/2013,Monday,27,July,Jul,7,3,2013
20130702,7/2/2013,Tuesday,27,July,Jul,7,3,2013
20130703,7/3/2013,Wednesday,27,July,Jul,7,3,2013
20130704,7/4/2013,Thursday,27,July,Jul,7,3,2013
20130705,7/5/2013,Friday,27,July,Jul,7,3,2013
20130706,7/6/2013,Saturday,27,July,Jul,7,3,2013
20130707,7/7/2013,Sunday,28,July,Jul,7,3,2013
20130708,7/8/2013,Monday,28,July,Jul,7,3,2013
20130709,7/9/2013,Tuesday,28,July,Jul,7,3,2013
20130710,7/10/2013,Wednesday,28,July,Jul,7,3,2013
20130711,7/11/2013,Thursday,28,July,Jul,7,3,2013
20130712,7/12/2013,Friday,28,July,Jul,7,3,2013
20130713,7/13/2013,Saturday,28,July,Jul,7,3,2013
20130714,7/14/2013,Sunday,29,July,Jul,7,3,2013
20130715,7/15/2013,Monday,29,July,Jul,7,3,2013
20130716,7/16/2013,Tuesday,29,July,Jul,7,3,2013
20130717,7/17/2013,Wednesday,29,July,Jul,7,3,2013
20130718,7/18/2013,Thursday,29,July,Jul,7,3,2013
20130719,7/19/2013,Friday,29,July,Jul,7,3,2013
20130720,7/20/2013,Saturday,29,July,Jul,7,3,2013
20130721,7/21/2013,Sunday,30,July,Jul,7,3,2013
20130722,7/22/2013,Monday,30,July,Jul,7,3,2013
20130723,7/23/2013,Tuesday,30,July,Jul,7,3,2013
20130724,7/24/2013,Wednesday,30,July,Jul,7,3,2013
20130725,7/25/2013,Thursday,30,July,Jul,7,3,2013
20130726,7/26/2013,Friday,30,July,Jul,7,3,2013
20130727,7/27/2013,Saturday,30,July,Jul,7,3,2013
20130728,7/28/2013,Sunday,31,July,Jul,7,3,2013
20130729,7/29/2013,Monday,31,July,Jul,7,3,2013
20130730,7/30/2013,Tuesday,31,July,Jul,7,3,2013
20130731,7/31/2013,Wednesday,31,July,Jul,7,3,2013
20130801,8/1/2013,Thursday,31,August,Aug,8,3,2013
20130802,8/2/2013,Friday,31,August,Aug,8,3,2013
20130803,8/3/2013,Saturday,31,August,Aug,8,3,2013
20130804,8/4/2013,Sunday,32,August,Aug,8,3,2013
20130805,8/5/2013,Monday,32,August,Aug,8,3,2013
20130806,8/6/2013,Tuesday,32,August,Aug,8,3,2013
20130807,8/7/2013,Wednesday,32,August,Aug,8,3,2013
20130808,8/8/2013,Thursday,32,August,Aug,8,3,2013
20130809,8/9/2013,Friday,32,August,Aug,8,3,2013
20130810,8/10/2013,Saturday,32,August,Aug,8,3,2013
20130811,8/11/2013,Sunday,33,August,Aug,8,3,2013
20130812,8/12/2013,Monday,33,August,Aug,8,3,2013
20130813,8/13/2013,Tuesday,33,August,Aug,8,3,2013
20130814,8/14/2013,Wednesday,33,August,Aug,8,3,2013
20130815,8/15/2013,Thursday,33,August,Aug,8,3,2013
20130816,8/16/2013,Friday,33,August,Aug,8,3,2013
20130817,8/17/2013,Saturday,33,August,Aug,8,3,2013
20130818,8/18/2013,Sunday,34,August,Aug,8,3,2013
20130819,8/19/2013,Monday,34,August,Aug,8,3,2013
20130820,8/20/2013,Tuesday,34,August,Aug,8,3,2013
20130821,8/21/2013,Wednesday,34,August,Aug,8,3,2013
20130822,8/22/2013,Thursday,34,August,Aug,8,3,2013
20130823,8/23/2013,Friday,34,August,Aug,8,3,2013
20130824,8/24/2013,Saturday,34,August,Aug,8,3,2013
20130825,8/25/2013,Sunday,35,August,Aug,8,3,2013
20130826,8/26/2013,Monday,35,August,Aug,8,3,2013
20130827,8/27/2013,Tuesday,35,August,Aug,8,3,2013
20130828,8/28/2013,Wednesday,35,August,Aug,8,3,2013
20130829,8/29/2013,Thursday,35,August,Aug,8,3,2013
20130830,8/30/2013,Friday,35,August,Aug,8,3,2013
20130831,8/31/2013,Saturday,35,August,Aug,8,3,2013
20130901,9/1/2013,Sunday,36,September,Sep,9,3,2013
20130902,9/2/2013,Monday,36,September,Sep,9,3,2013
20130903,9/3/2013,Tuesday,36,September,Sep,9,3,2013
20130904,9/4/2013,Wednesday,36,September,Sep,9,3,2013
20130905,9/5/2013,Thursday,36,September,Sep,9,3,2013
20130906,9/6/2013,Friday,36,September,Sep,9,3,2013
20130907,9/7/2013,Saturday,36,September,Sep,9,3,2013
20130908,9/8/2013,Sunday,37,September,Sep,9,3,2013
20130909,9/9/2013,Monday,37,September,Sep,9,3,2013
20130910,9/10/2013,Tuesday,37,September,Sep,9,3,2013
20130911,9/11/2013,Wednesday,37,September,Sep,9,3,2013
20130912,9/12/2013,Thursday,37,September,Sep,9,3,2013
20130913,9/13/2013,Friday,37,September,Sep,9,3,2013
20130914,9/14/2013,Saturday,37,September,Sep,9,3,2013
20130915,9/15/2013,Sunday,38,September,Sep,9,3,2013
20130916,9/16/2013,Monday,38,September,Sep,9,3,2013
20130917,9/17/2013,Tuesday,38,September,Sep,9,3,2013
20130918,9/18/2013,Wednesday,38,September,Sep,9,3,2013
20130919,9/19/2013,Thursday,38,September,Sep,9,3,2013
20130920,9/20/2013,Friday,38,September,Sep,9,3,2013
20130921,9/21/2013,Saturday,38,September,Sep,9,3,2013
20130922,9/22/2013,Sunday,39,September,Sep,9,3,2013
20130923,9/23/2013,Monday,39,September,Sep,9,3,2013
20130924,9/24/2013,Tuesday,39,September,Sep,9,3,2013
20130925,9/25/2013,Wednesday,39,September,Sep,9,3,2013
20130926,9/26/2013,Thursday,39,September,Sep,9,3,2013
20130927,9/27/2013,Friday,39,September,Sep,9,3,2013
20130928,9/28/2013,Saturday,39,September,Sep,9,3,2013
20130929,9/29/2013,Sunday,40,September,Sep,9,3,2013
20130930,9/30/2013,Monday,40,September,Sep,9,3,2013
20131001,10/1/2013,Tuesday,40,October,Oct,10,4,2013
20131002,10/2/2013,Wednesday,40,October,Oct,10,4,2013
20131003,10/3/2013,Thursday,40,October,Oct,10,4,2013
20131004,10/4/2013,Friday,40,October,Oct,10,4,2013
20131005,10/5/2013,Saturday,40,October,Oct,10,4,2013
20131006,10/6/2013,Sunday,41,October,Oct,10,4,2013
20131007,10/7/2013,Monday,41,October,Oct,10,4,2013
20131008,10/8/2013,Tuesday,41,October,Oct,10,4,2013
20131009,10/9/2013,Wednesday,41,October,Oct,10,4,2013
20131010,10/10/2013,Thursday,41,October,Oct,10,4,2013
20131011,10/11/2013,Friday,41,October,Oct,10,4,2013
20131012,10/12/2013,Saturday,41,October,Oct,10,4,2013
20131013,10/13/2013,Sunday,42,October,Oct,10,4,2013
20131014,10/14/2013,Monday,42,October,Oct,10,4,2013
20131015,10/15/2013,Tuesday,42,October,Oct,10,4,2013
20131016,10/16/2013,Wednesday,42,October,Oct,10,4,2013
20131017,10/17/2013,Thursday,42,October,Oct,10,4,2013
20131018,10/18/2013,Friday,42,October,Oct,10,4,2013
20131019,10/19/2013,Saturday,42,October,Oct,10,4,2013
20131020,10/20/2013,Sunday,43,October,Oct,10,4,2013
20131021,10/21/2013,Monday,43,October,Oct,10,4,2013
20131022,10/22/2013,Tuesday,43,October,Oct,10,4,2013
20131023,10/23/2013,Wednesday,43,October,Oct,10,4,2013
20131024,10/24/2013,Thursday,43,October,Oct,10,4,2013
20131025,10/25/2013,Friday,43,October,Oct,10,4,2013
20131026,10/26/2013,Saturday,43,October,Oct,10,4,2013
20131027,10/27/2013,Sunday,44,October,Oct,10,4,2013
20131028,10/28/2013,Monday,44,October,Oct,10,4,2013
20131029,10/29/2013,Tuesday,44,October,Oct,10,4,2013
20131030,10/30/2013,Wednesday,44,October,Oct,10,4,2013
20131031,10/31/2013,Thursday,44,October,Oct,10,4,2013
20131101,11/1/2013,Friday,44,November,Nov,11,4,2013
20131102,11/2/2013,Saturday,44,November,Nov,11,4,2013
20131103,11/3/2013,Sunday,45,November,Nov,11,4,2013
20131104,11/4/2013,Monday,45,November,Nov,11,4,2013
20131105,11/5/2013,Tuesday,45,November,Nov,11,4,2013
20131106,11/6/2013,Wednesday,45,November,Nov,11,4,2013
20131107,11/7/2013,Thursday,45,November,Nov,11,4,2013
20131108,11/8/2013,Friday,45,November,Nov,11,4,2013
20131109,11/9/2013,Saturday,45,November,Nov,11,4,2013
20131110,11/10/2013,Sunday,46,November,Nov,11,4,2013
20131111,11/11/2013,Monday,46,November,Nov,11,4,2013
20131112,11/12/2013,Tuesday,46,November,Nov,11,4,2013
20131113,11/13/2013,Wednesday,46,November,Nov,11,4,2013
20131114,11/14/2013,Thursday,46,November,Nov,11,4,2013
20131115,11/15/2013,Friday,46,November,Nov,11,4,2013
20131116,11/16/2013,Saturday,46,November,Nov,11,4,2013
20131117,11/17/2013,Sunday,47,November,Nov,11,4,2013
20131118,11/18/2013,Monday,47,November,Nov,11,4,2013
20131119,11/19/2013,Tuesday,47,November,Nov,11,4,2013
20131120,11/20/2013,Wednesday,47,November,Nov,11,4,2013
20131121,11/21/2013,Thursday,47,November,Nov,11,4,2013
20131122,11/22/2013,Friday,47,November,Nov,11,4,2013
20131123,11/23/2013,Saturday,47,November,Nov,11,4,2013
20131124,11/24/2013,Sunday,48,November,Nov,11,4,2013
20131125,11/25/2013,Monday,48,November,Nov,11,4,2013
20131126,11/26/2013,Tuesday,48,November,Nov,11,4,2013
20131127,11/27/2013,Wednesday,48,November,Nov,11,4,2013
20131128,11/28/2013,Thursday,48,November,Nov,11,4,2013
20131129,11/29/2013,Friday,48,November,Nov,11,4,2013
20131130,11/30/2013,Saturday,48,November,Nov,11,4,2013
20131201,12/1/2013,Sunday,49,December,Dec,12,4,2013
20131202,12/2/2013,Monday,49,December,Dec,12,4,2013
20131203,12/3/2013,Tuesday,49,December,Dec,12,4,2013
20131204,12/4/2013,Wednesday,49,December,Dec,12,4,2013
20131205,12/5/2013,Thursday,49,December,Dec,12,4,2013
20131206,12/6/2013,Friday,49,December,Dec,12,4,2013
20131207,12/7/2013,Saturday,49,December,Dec,12,4,2013
20131208,12/8/2013,Sunday,50,December,Dec,12,4,2013
20131209,12/9/2013,Monday,50,December,Dec,12,4,2013
20131210,12/10/2013,Tuesday,50,December,Dec,12,4,2013
20131211,12/11/2013,Wednesday,50,December,Dec,12,4,2013
20131212,12/12/2013,Thursday,50,December,Dec,12,4,2013
20131213,12/13/2013,Friday,50,December,Dec,12,4,2013
20131214,12/14/2013,Saturday,50,December,Dec,12,4,2013
20131215,12/15/2013,Sunday,51,December,Dec,12,4,2013
20131216,12/16/2013,Monday,51,December,Dec,12,4,2013
20131217,12/17/2013,Tuesday,51,December,Dec,12,4,2013
20131218,12/18/2013,Wednesday,51,December,Dec,12,4,2013
20131219,12/19/2013,Thursday,51,December,Dec,12,4,2013
20131220,12/20/2013,Friday,51,December,Dec,12,4,2013
20131221,12/21/2013,Saturday,51,December,Dec,12,4,2013
20131222,12/22/2013,Sunday,52,December,Dec,12,4,2013
20131223,12/23/2013,Monday,52,December,Dec,12,4,2013
20131224,12/24/2013,Tuesday,52,December,Dec,12,4,2013
20131225,12/25/2013,Wednesday,52,December,Dec,12,4,2013
20131226,12/26/2013,Thursday,52,December,Dec,12,4,2013
20131227,12/27/2013,Friday,52,December,Dec,12,4,2013
20131228,12/28/2013,Saturday,52,December,Dec,12,4,2013
20131229,12/29/2013,Sunday,53,December,Dec,12,4,2013
20131230,12/30/2013,Monday,53,December,Dec,12,4,2013
